Product Passport,Parent UAI,Asset Name,Required Field,Status,Closure Priority,Closure Evidence
CERT-PPS-000006,CERT-MPS-000006,SLU-PP-322 Identity-Candidate Product Family,sterility and endotoxin if presented for parenteral use,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,hyaluronic acid versus sodium hyaluronate,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,biological or fermentation source,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,molecular-weight distribution,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,"crosslinking agent, degree and residual crosslinker",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,"concentration, rheology, gel/particle properties and excipients",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,"sterility, endotoxin and particulate testing",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,"device presentation, manufacturer and authorised supply chain",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000010,CERT-MPS-000010,Hyaluronic Acid Supplier Product Family,"approved indication, anatomical site and jurisdiction",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,alprostadil versus alprostadil complex/formulation,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,route and dosage form,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,concentration and fill quantity,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,"excipients, diluent and container system",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,manufacturer and authorised product relationship,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,"potency, degradation products and cold chain",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,"sterility, endotoxin and particulate testing",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000011,CERT-MPS-000011,Alprostadil Supplier Vial Family,"approved indication, jurisdiction and professional-use controls",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,complete qualitative and quantitative ingredient list,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,explanation of the 42.5 mg/mL mass-balance shortfall,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,reconciliation of USD 103 and USD 85 catalogue listings,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,"manufacturer, brand owner, country of origin and batch",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,product authenticity and authorised distributor,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,"sterility, endotoxin, particulate and container closure",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,botanical extract standardisation and bromelain activity,OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
CERT-PPS-000012,CERT-MPS-000012,Lemon Bottle Supplier Mixture Family,"legal classification, approval and product-specific clinical evidence",OPEN,P0,"Direct manufacturer, analytical and regulatory evidence"
