Product Passport,Parent UAI,Asset Name,Required Field,Status,Closure Priority,Closure Evidence
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,reduced GSH versus oxidised GSSG,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,"salt, stereochemistry, pH and concentration",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,"reference standard, assay and redox purity",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,"manufacturer, raw-material grade and batch",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,"route, formulation and excipients",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,"sterility, bacterial endotoxin and particulate testing",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,"oxidation, degradation, storage and container closure",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000003,CERT-MPS-000003,Glutathione Supplier Vial Family,product-specific clinical and regulatory status,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,5-amino-1-methylquinolinium free ion and exact salt,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"formula, mass, CAS and reference standard",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"manufacturer, synthesis route and batch",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"HPLC, NMR, LC-MS and residual solvents",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"route, formulation and excipients",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"formal genotoxicity, reproductive and repeat-dose toxicology",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"human PK, interaction, safety and efficacy evidence",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000004,CERT-MPS-000004,5-Amino-1MQ Supplier Product Family,"current regulatory, compounding and anti-doping status",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,NAD+ versus NADH and oxidised/reduced state,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"salt, hydration, formula and molecular mass",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"reference standard, assay and degradation products",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"manufacturer, raw-material grade and batch",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"concentration, pH, route and excipients",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"sterility, bacterial endotoxin and particulate testing",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"container closure, storage and post-preparation stability",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000005,CERT-MPS-000005,NAD Supplier Product Family,"product-specific clinical, regulatory and legal status",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,"D-Arg-2,6-dimethyl-Tyr-Lys-Phe-NH2 sequence and stereochemistry",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,hydrochloride versus other salt and molecular mass,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,"manufacturer, synthesis route and batch",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,"HPLC, LC-MS, potency and impurity profile",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,"powder formulation, excipients and container system",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,"sterility, endotoxin and particulate testing",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,"stability, storage and post-reconstitution data",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000031,CERT-PKS-000089,Elamipretide / SS-31,comparability to Forzinity active substance and finished product,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,complete amino-acid sequence and residue range,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,GLP-1(7-36) amide versus GLP-1(7-37),OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,native peptide versus modified or stabilised analogue,OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,"N- and C-terminal chemistry, salt and molecular mass",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,"manufacturer, synthesis route and batch",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,"HPLC, LC-MS, potency and impurity profile",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,"route, formulation, sterility, endotoxin and particles",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
CERT-PPS-000032,CERT-PKS-000090,Generic GLP-1 Supplier Product Family,"product-specific human, regulatory and legal status",OPEN,P1,"Direct manufacturer, analytical, quality, clinical and regulatory evidence"
