Product Passport,Parent UAI,Asset Name,Required Field,Status,Closure Priority,Closure Evidence
CERT-PPS-000027,CERT-PKS-000085,Retatrutide + Cagrilintide Supplier Blend,co-lyophilisation and solid-state compatibility,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000027,CERT-PKS-000085,Retatrutide + Cagrilintide Supplier Blend,"aggregation, degradation and post-reconstitution stability",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000027,CERT-PKS-000085,Retatrutide + Cagrilintide Supplier Blend,"manufacturer, batch and analytical comparability",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000027,CERT-PKS-000085,Retatrutide + Cagrilintide Supplier Blend,"sterility, endotoxin, particles and container closure",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000027,CERT-PKS-000085,Retatrutide + Cagrilintide Supplier Blend,"direct combination PK, safety, efficacy and regulatory evidence",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,"tesamorelin sequence, acetate state and reference standard",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,"ipamorelin sequence, stereochemistry, salt and reference standard",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,per-component assay and 12:6 mass ratio,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,co-lyophilisation and peptide compatibility,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,GH/IGF-1 interaction and desensitisation,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,"aggregation, degradation and post-reconstitution stability",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,"manufacturer, batch, sterility, endotoxin and particles",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000028,CERT-PKS-000086,Tesamorelin + Ipamorelin Supplier Blend,"direct combination PK, safety, efficacy and regulatory evidence",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,"Semax exact sequence, termini, salt and reference standard",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,"Selank exact sequence, termini, salt and reference standard",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,per-component assay and 10:10 mass ratio,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,"route, formulation and excipients",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,"co-lyophilisation, aggregation and degradation",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,post-reconstitution and container-closure stability,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,"manufacturer, batch, sterility, endotoxin and particles",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000029,CERT-PKS-000087,Semax + Selank Supplier Blend,"direct fixed-ratio PK, safety, efficacy and regulatory evidence",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,complete Modified GRF (1-29) sequence and substitutions,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,terminal chemistry and exclusion of DAC,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,"ipamorelin sequence, stereochemistry, salt and reference standard",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,per-component assay and 1:1 mass ratio,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,co-lyophilisation and peptide compatibility,OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,"GH/IGF-1 interaction, PK/PD and desensitisation",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,"manufacturer, batch, sterility, endotoxin and particles",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
CERT-PPS-000030,CERT-PKS-000088,Modified GRF (1-29) + Ipamorelin Supplier Blend,"direct fixed-ratio human safety, efficacy and regulatory evidence",OPEN,P1,"Direct manufacturer, analytical, stability and regulatory evidence"
