Product Passport,Parent UAI,Asset Name,Required Field,Status,Closure Priority,Closure Evidence
CERT-PPS-000021,CERT-PKS-000047,P021 / Peptide 021 Adamantane Conjugate Product Family,"molecular formula, mass and reference standard",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000021,CERT-PKS-000047,P021 / Peptide 021 Adamantane Conjugate Product Family,"manufacturer, synthesis route and batch",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000021,CERT-PKS-000047,P021 / Peptide 021 Adamantane Conjugate Product Family,"HPLC, LC-MS and stereochemical impurity profile",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000021,CERT-PKS-000047,P021 / Peptide 021 Adamantane Conjugate Product Family,comparability to published P021 study material,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000021,CERT-PKS-000047,P021 / Peptide 021 Adamantane Conjugate Product Family,"human PK, toxicology, efficacy and regulatory status",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,complete amino-acid sequence and residue count,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,relationship to CNTF residues 148-151,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,N-acetylation and C-terminal amidation,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,presence or absence of additional glycine,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,"molecular formula, mass and reference standard",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,"manufacturer, synthesis route and batch",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,"HPLC, LC-MS and impurity profile",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000022,CERT-PKS-000048,P21 Without Adamantane Supplier Product Family,"product-specific pharmacology, human evidence and regulatory status",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,"exact cagrilintide sequence, lipidation and salt",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,"exact semaglutide sequence, modification and salt",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,per-component assay and 1:1 fill ratio,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,solid-state compatibility and co-lyophilisation process,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,"aggregation, degradation and post-reconstitution stability",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,"manufacturer, batch and reference standards",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,"sterility, endotoxin, particles and container closure",OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
CERT-PPS-000023,CERT-PKS-000084,Cagrilintide + Semaglutide Supplier Blend,comparability to CagriSema clinical or commercial material,OPEN,P1,"Direct manufacturer, analytical, primary and regulatory evidence"
